drugbank_id	drugbank_name	pubchem_id	stitch_id_flat	umls_cui_from_label	method	concept_name	meddra_type	umls_cui_from_meddra	meddra_name
DB00331	Metformin	4091	CID100004091	C0595883	NLP_indication	Blood glucose decreased	PT	C0595883	Blood glucose decreased
DB00332	Ipratropium bromide	3746	CID100003746	C0004096	NLP_indication	Asthma	PT	C0004096	Asthma
DB00332	Ipratropium bromide	3746	CID100003746	C0006266	NLP_indication	Bronchial Spasm	PT	C0006266	Bronchial Spasm
DB00332	Ipratropium bromide	3746	CID100003746	C0008677	NLP_indication	Bronchitis, Chronic	PT	C0008677	Bronchitis, Chronic
DB00332	Ipratropium bromide	3746	CID100003746	C0009443	NLP_indication	Common Cold	PT	C0035455	Rhinitis
DB00332	Ipratropium bromide	3746	CID100003746	C0009443	NLP_indication	Common Cold	PT	C0027441	Nasopharyngitis
DB00332	Ipratropium bromide	3746	CID100003746	C0017601	NLP_precondition	Glaucoma	PT	C0017601	Glaucoma
DB00332	Ipratropium bromide	3746	CID100003746	C0018621	NLP_indication	Hay fever	PT	C1322281	Rhinitis seasonal
DB00332	Ipratropium bromide	3746	CID100003746	C0018621	NLP_indication	Hay fever	PT	C0018621	Hay fever
DB00332	Ipratropium bromide	3746	CID100003746	C0020517	NLP_precondition	Hypersensitivity	PT	C0020517	Hypersensitivity
DB00332	Ipratropium bromide	3746	CID100003746	C0024117	NLP_indication	Chronic Obstructive Airway Disease	PT	C0085129	Bronchial Hyperreactivity
DB00332	Ipratropium bromide	3746	CID100003746	C0024117	NLP_indication	Chronic Obstructive Airway Disease	PT	C0024117	Chronic Obstructive Airway Disease
DB00332	Ipratropium bromide	3746	CID100003746	C0027424	text_mention	Nasal congestion (finding)	PT	C0027424	Nasal congestion (finding)
DB00332	Ipratropium bromide	3746	CID100003746	C0032781	text_mention	Posterior rhinorrhea	PT	C2938875	Upper-airway cough syndrome
DB00332	Ipratropium bromide	3746	CID100003746	C0034067	NLP_indication	Pulmonary Emphysema	PT	C0034067	Pulmonary Emphysema
DB00332	Ipratropium bromide	3746	CID100003746	C0037383	text_mention	Sneezing	PT	C0037383	Sneezing
DB00332	Ipratropium bromide	3746	CID100003746	C0155874	text_mention	Obstructive chronic bronchitis	PT	C0008677	Bronchitis, Chronic
DB00332	Ipratropium bromide	3746	CID100003746	C0155874	text_mention	Obstructive chronic bronchitis	PT	C0024117	Chronic Obstructive Airway Disease
DB00332	Ipratropium bromide	3746	CID100003746	C0421207	NLP_indication	Reversible airways obstruction	PT	C0421207	Reversible airways obstruction
DB00332	Ipratropium bromide	3746	CID100003746	C0848309	NLP_indication	Rhinitis perennial	PT	C0848309	Rhinitis perennial
DB00332	Ipratropium bromide	3746	CID100003746	C1260880	NLP_indication	Rhinorrhea	PT	C1260880	Rhinorrhea
DB00332	Ipratropium bromide	3746	CID100003746	C1260880	NLP_indication	Rhinorrhea	PT	C0027441	Nasopharyngitis
DB00333	Methadone	4095	CID100004095	C0019337	NLP_indication	Heroin Dependence	PT	C1510472	Drug Dependence
DB00333	Methadone	4095	CID100004095	C0030193	NLP_indication	Pain	PT	C0030193	Pain
DB00333	Methadone	4095	CID100004095	C0030201	text_mention	Pain, Postoperative	PT	C1619712	Procedural pain
DB00333	Methadone	4095	CID100004095	C0036572	text_mention	Seizures	PT	C0036572	Seizures
DB00333	Methadone	4095	CID100004095	C0038587	text_mention	Substance Withdrawal Syndrome	PT	C0038587	Substance Withdrawal Syndrome
DB00333	Methadone	4095	CID100004095	C0184567	text_mention	Acute onset pain	PT	C0030193	Pain
DB00333	Methadone	4095	CID100004095	C0235063	text_mention	Respiratory Depression	PT	C0235063	Respiratory Depression
DB00333	Methadone	4095	CID100004095	C0235063	text_mention	Respiratory Depression	PT	C0855775	Pulmonary function test decreased
DB00333	Methadone	4095	CID100004095	C0524662	NLP_indication	Opiate Addiction	PT	C1510472	Drug Dependence
DB00333	Methadone	4095	CID100004095	C0740858	text_mention	Substance abuse problem	PT	C0740858	Substance abuse problem
DB00333	Methadone	4095	CID100004095	C0948482	text_mention	Analgesic effect	PT	C0412784	Analgesic therapy
DB00333	Methadone	4095	CID100004095	C1739422	text_mention	Opioid naive	PT	C0919936	Therapy naive
DB00335	Atenolol	2249	CID100002249	C0002962	NLP_indication	Angina Pectoris	PT	C0002962	Angina Pectoris
DB00335	Atenolol	2249	CID100002249	C0003811	NLP_indication	Cardiac Arrhythmia	PT	C0003811	Cardiac Arrhythmia
DB00335	Atenolol	2249	CID100002249	C0004096	NLP_precondition	Asthma	PT	C0004096	Asthma
DB00335	Atenolol	2249	CID100002249	C0008031	text_mention	Chest Pain	PT	C0008031	Chest Pain
DB00335	Atenolol	2249	CID100002249	C0010054	text_mention	Coronary Arteriosclerosis	PT	C0010054	Coronary Arteriosclerosis
DB00335	Atenolol	2249	CID100002249	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes Mellitus
DB00335	Atenolol	2249	CID100002249	C0011881	text_mention	Diabetic Nephropathy	PT	C0011881	Diabetic Nephropathy
DB00335	Atenolol	2249	CID100002249	C0018801	text_mention	Heart failure	PT	C0018801	Heart failure
DB00335	Atenolol	2249	CID100002249	C0020473	text_mention	Hyperlipidemia	PT	C0020473	Hyperlipidemia
DB00335	Atenolol	2249	CID100002249	C0020538	NLP_indication	Hypertensive disease	PT	C0020538	Hypertensive disease
DB00335	Atenolol	2249	CID100002249	C0020649	NLP_indication	Hypotension	PT	C0020649	Hypotension
DB00335	Atenolol	2249	CID100002249	C0023895	text_mention	Liver diseases	PT	C0239571	Fetor hepaticus
DB00335	Atenolol	2249	CID100002249	C0023895	text_mention	Liver diseases	PT	C0023895	Liver diseases
DB00335	Atenolol	2249	CID100002249	C0023895	text_mention	Liver diseases	PT	C0151763	Liver damage
DB00335	Atenolol	2249	CID100002249	C0027051	NLP_indication	Myocardial Infarction	PT	C0948089	Acute Coronary Syndrome
DB00335	Atenolol	2249	CID100002249	C0027051	NLP_indication	Myocardial Infarction	PT	C0027051	Myocardial Infarction
DB00335	Atenolol	2249	CID100002249	C0039231	text_mention	Tachycardia	PT	C0039231	Tachycardia
DB00335	Atenolol	2249	CID100002249	C0085612	NLP_indication	Ventricular arrhythmia	PT	C0085612	Ventricular arrhythmia
DB00335	Atenolol	2249	CID100002249	C0151744	NLP_indication	Myocardial Ischemia	PT	C0151744	Myocardial Ischemia
DB00335	Atenolol	2249	CID100002249	C0155626	NLP_indication	Acute myocardial infarction	PT	C0155626	Acute myocardial infarction
DB00335	Atenolol	2249	CID100002249	C0221155	NLP_precondition	Systolic hypertension	PT	C0221155	Systolic hypertension
DB00335	Atenolol	2249	CID100002249	C0428977	NLP_precondition	Bradycardia	PT	C0428977	Bradycardia
DB00335	Atenolol	2249	CID100002249	C0857121	NLP_precondition	Hypertensive (finding)	PT	C0020538	Hypertensive disease
DB00335	Atenolol	2249	CID100002249	C1565489	text_mention	Renal Insufficiency	PT	C0035078	Kidney Failure
DB00335	Atenolol	2249	CID100002249	C1565489	text_mention	Renal Insufficiency	PT	C1565489	Renal Insufficiency
DB00337	Pimecrolimus	3055172	CID103055172	C0011615	NLP_indication	Dermatitis, Atopic	PT	C0011615	Dermatitis, Atopic
DB00337	Pimecrolimus	3055172	CID103055172	C0013595	text_mention	Eczema	PT	C0013595	Eczema
DB00337	Pimecrolimus	3055172	CID103055172	C0085393	NLP_indication	Immunocompromised Host	PT	C0021051	Immunologic Deficiency Syndromes
DB00338	Omeprazole	4594	CID100004594	C0001430	text_mention	Adenoma	PT	C0001430	Adenoma
DB00338	Omeprazole	4594	CID100004594	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Communicable Diseases
DB00338	Omeprazole	4594	CID100004594	C0013295	NLP_indication	Duodenal Ulcer	PT	C0013295	Duodenal Ulcer
DB00338	Omeprazole	4594	CID100004594	C0013395	text_mention	Dyspepsia	PT	C0013395	Dyspepsia
DB00338	Omeprazole	4594	CID100004594	C0014724	text_mention	Eructation	PT	C0014724	Eructation
DB00338	Omeprazole	4594	CID100004594	C0014869	NLP_indication	Peptic Esophagitis	PT	C0017168	Gastroesophageal reflux disease
DB00338	Omeprazole	4594	CID100004594	C0016204	text_mention	Flatulence	PT	C0016204	Flatulence
DB00338	Omeprazole	4594	CID100004594	C0017152	text_mention	Gastritis	PT	C0017152	Gastritis
DB00338	Omeprazole	4594	CID100004594	C0017168	NLP_indication	Gastroesophageal reflux disease	PT	C0017168	Gastroesophageal reflux disease
DB00338	Omeprazole	4594	CID100004594	C0018834	NLP_indication	Heartburn	PT	C0013395	Dyspepsia
DB00338	Omeprazole	4594	CID100004594	C0023895	NLP_precondition	Liver diseases	PT	C0239571	Fetor hepaticus
DB00338	Omeprazole	4594	CID100004594	C0023895	NLP_precondition	Liver diseases	PT	C0023895	Liver diseases
DB00338	Omeprazole	4594	CID100004594	C0023895	NLP_precondition	Liver diseases	PT	C0151763	Liver damage
DB00338	Omeprazole	4594	CID100004594	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00338	Omeprazole	4594	CID100004594	C0030920	NLP_indication	Peptic Ulcer	PT	C0030920	Peptic Ulcer
DB00338	Omeprazole	4594	CID100004594	C0038358	NLP_indication	Gastric ulcer	PT	C0038358	Gastric ulcer
DB00338	Omeprazole	4594	CID100004594	C0041582	NLP_indication	Ulcer	PT	C0041582	Ulcer
DB00338	Omeprazole	4594	CID100004594	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00338	Omeprazole	4594	CID100004594	C0043515	NLP_indication	Zollinger-Ellison syndrome	PT	C0017150	Gastrinoma
DB00338	Omeprazole	4594	CID100004594	C0221013	text_mention	Mastocytosis, Systemic	PT	C0221013	Mastocytosis, Systemic
DB00338	Omeprazole	4594	CID100004594	C0232493	text_mention	Epigastric pain	PT	C0232492	Abdominal pain upper
DB00338	Omeprazole	4594	CID100004594	C0234215	text_mention	Sensory Discomfort	PT	C0234215	Sensory Discomfort
DB00338	Omeprazole	4594	CID100004594	C0235325	NLP_precondition	Gastric hemorrhage	PT	C0235325	Gastric hemorrhage
DB00338	Omeprazole	4594	CID100004594	C0239233	text_mention	Early satiety	PT	C0239233	Early satiety
DB00338	Omeprazole	4594	CID100004594	C0267055	NLP_indication	Erosive esophagitis	PT	C0267055	Erosive esophagitis
DB00338	Omeprazole	4594	CID100004594	C0267167	text_mention	Nonulcer dyspepsia	PT	C0013395	Dyspepsia
DB00338	Omeprazole	4594	CID100004594	C0333276	text_mention	Acute hemorrhage	PT	C0019080	Hemorrhage
DB00338	Omeprazole	4594	CID100004594	C0850666	NLP_indication	Bacterial infection due to helicobacter pylori (H. pylori)	PT	C0079487	Helicobacter Infections
DB00338	Omeprazole	4594	CID100004594	C1291077	text_mention	Abdominal bloating	PT	C0016204	Flatulence
DB00338	Omeprazole	4594	CID100004594	C1291077	text_mention	Abdominal bloating	PT	C0000731	Abdomen distended
DB00338	Omeprazole	4594	CID100004594	C2004489	text_mention	Regurgitation	PT	C2004489	Regurgitation
DB00339	Pyrazinamide	1046	CID100001046	C0019693	text_mention	HIV Infections	PT	C0019693	HIV Infections
DB00339	Pyrazinamide	1046	CID100001046	C0022346	NLP_precondition	Icterus	PT	C0022346	Icterus
DB00339	Pyrazinamide	1046	CID100001046	C0041296	text_mention	Tuberculosis	PT	C0041296	Tuberculosis
DB00339	Pyrazinamide	1046	CID100001046	C0151332	NLP_indication	Active tuberculosis	PT	C0041296	Tuberculosis
DB00341	Cetirizine	2678	CID100002678	C0004096	NLP_precondition	Asthma	PT	C0004096	Asthma
DB00341	Cetirizine	2678	CID100002678	C0009763	text_mention	Conjunctivitis	PT	C0009763	Conjunctivitis
DB00341	Cetirizine	2678	CID100002678	C0009766	text_mention	Allergic Conjunctivitis	PT	C0009766	Allergic Conjunctivitis
DB00341	Cetirizine	2678	CID100002678	C0018621	NLP_indication	Hay fever	PT	C1322281	Rhinitis seasonal
DB00341	Cetirizine	2678	CID100002678	C0018621	NLP_indication	Hay fever	PT	C0018621	Hay fever
DB00341	Cetirizine	2678	CID100002678	C0020517	NLP_indication	Hypersensitivity	PT	C0020517	Hypersensitivity
DB00341	Cetirizine	2678	CID100002678	C0021564	text_mention	Insect Bites	PT	C0853348	Arthropod bite
DB00341	Cetirizine	2678	CID100002678	C0027424	text_mention	Nasal congestion (finding)	PT	C0027424	Nasal congestion (finding)
DB00341	Cetirizine	2678	CID100002678	C0032781	text_mention	Posterior rhinorrhea	PT	C2938875	Upper-airway cough syndrome
DB00341	Cetirizine	2678	CID100002678	C0033774	NLP_indication	Pruritus	PT	C0033774	Pruritus
DB00341	Cetirizine	2678	CID100002678	C0035457	NLP_indication	Rhinitis, Allergic, Perennial	PT	C0848309	Rhinitis perennial
DB00341	Cetirizine	2678	CID100002678	C0037383	text_mention	Sneezing	PT	C0037383	Sneezing
DB00341	Cetirizine	2678	CID100002678	C0042109	NLP_indication	Urticaria	PT	C0042109	Urticaria
DB00341	Cetirizine	2678	CID100002678	C0263338	text_mention	Urticaria chronic	PT	C0263338	Urticaria chronic
DB00341	Cetirizine	2678	CID100002678	C0332575	text_mention	Redness	PT	C0041834	Erythema
DB00341	Cetirizine	2678	CID100002678	C0423153	text_mention	Lacrimation	PT	C0152227	Excessive tearing
DB00341	Cetirizine	2678	CID100002678	C0578870	NLP_indication	Chronic spontaneous urticaria	PT	C0578870	Chronic spontaneous urticaria
DB00341	Cetirizine	2678	CID100002678	C1260880	text_mention	Rhinorrhea	PT	C1260880	Rhinorrhea
DB00341	Cetirizine	2678	CID100002678	C1260880	text_mention	Rhinorrhea	PT	C0027441	Nasopharyngitis
DB00341	Cetirizine	2678	CID100002678	C2607914	NLP_indication	Allergic rhinitis (disorder)	PT	C2607914	Allergic rhinitis (disorder)
DB00341	Cetirizine	2678	CID100002678	C3257803	text_mention	Watery eyes	PT	C0152227	Excessive tearing
DB00343	Diltiazem	3075	CID100003075	C0002962	NLP_indication	Angina Pectoris	PT	C0002962	Angina Pectoris
DB00343	Diltiazem	3075	CID100003075	C0002963	NLP_indication	Angina Pectoris, Variant	PT	C0002963	Angina Pectoris, Variant
DB00343	Diltiazem	3075	CID100003075	C0003811	NLP_indication	Cardiac Arrhythmia	PT	C0003811	Cardiac Arrhythmia
DB00343	Diltiazem	3075	CID100003075	C0004238	NLP_indication	Atrial Fibrillation	PT	C0004238	Atrial Fibrillation
DB00343	Diltiazem	3075	CID100003075	C0004239	NLP_indication	Atrial Flutter	PT	C0004239	Atrial Flutter
DB00343	Diltiazem	3075	CID100003075	C0010073	NLP_indication	Coronary Artery Vasospasm	PT	C0010073	Coronary Artery Vasospasm
DB00343	Diltiazem	3075	CID100003075	C0018798	NLP_precondition	Congenital Heart Defects	PT	C0152021	Congenital heart disease
DB00343	Diltiazem	3075	CID100003075	C0020538	NLP_indication	Hypertensive disease	PT	C0020538	Hypertensive disease
DB00343	Diltiazem	3075	CID100003075	C0020649	text_mention	Hypotension	PT	C0020649	Hypotension
DB00343	Diltiazem	3075	CID100003075	C0030590	text_mention	Paroxysmal supraventricular tachycardia	PT	C0039240	Supraventricular tachycardia
DB00343	Diltiazem	3075	CID100003075	C0039231	text_mention	Tachycardia	PT	C0039231	Tachycardia
DB00343	Diltiazem	3075	CID100003075	C0039240	text_mention	Supraventricular tachycardia	PT	C0039240	Supraventricular tachycardia
DB00343	Diltiazem	3075	CID100003075	C0043202	text_mention	Wolff-Parkinson-White Syndrome	PT	C0043202	Wolff-Parkinson-White Syndrome
DB00343	Diltiazem	3075	CID100003075	C0085580	NLP_indication	Essential Hypertension	PT	C0085580	Essential Hypertension
DB00343	Diltiazem	3075	CID100003075	C0085616	NLP_indication	Vasospasm	PT	C0085616	Vasospasm
DB00343	Diltiazem	3075	CID100003075	C0086565	text_mention	Liver Dysfunction	PT	C0086565	Liver Dysfunction
DB00343	Diltiazem	3075	CID100003075	C0232201	text_mention	Sinus rhythm	PT	C0232201	Sinus rhythm
DB00343	Diltiazem	3075	CID100003075	C0241863	text_mention	Diabetic	PT	C0011849	Diabetes Mellitus
DB00343	Diltiazem	3075	CID100003075	C0242514	text_mention	Tachycardia, Reciprocating	PT	C0264893	Nodal arrhythmia
DB00343	Diltiazem	3075	CID100003075	C0340288	NLP_indication	Stable angina	PT	C0002962	Angina Pectoris
DB00343	Diltiazem	3075	CID100003075	C0428977	text_mention	Bradycardia	PT	C0428977	Bradycardia
DB00343	Diltiazem	3075	CID100003075	C0577698	text_mention	Exercise-induced angina	PT	C0002962	Angina Pectoris
DB00343	Diltiazem	3075	CID100003075	C0857121	NLP_indication	Hypertensive (finding)	PT	C0020538	Hypertensive disease
DB00343	Diltiazem	3075	CID100003075	C0857393	text_mention	Excitable	PT	C0085631	Agitation
DB00343	Diltiazem	3075	CID100003075	C1258192	text_mention	Total Peripheral Resistance	PT	C1258192	Total Peripheral Resistance
DB00343	Diltiazem	3075	CID100003075	C1956346	text_mention	Coronary Artery Disease	PT	C1956346	Coronary Artery Disease
DB00344	Protriptyline	4976	CID100004976	C0011570	NLP_indication	Mental Depression	PT	C0011570	Mental Depression
DB00346	Alfuzosin	2092	CID100002092	C0277885	NLP_precondition	Blood pressure systolic decreased	PT	C0277885	Blood pressure systolic decreased
DB00346	Alfuzosin	2092	CID100002092	C0341742	NLP_indication	Acute retention of urine	PT	C0080274	Urinary Retention
DB00346	Alfuzosin	2092	CID100002092	C1704272	NLP_indication	Benign Prostatic Hyperplasia	PT	C1704272	Benign Prostatic Hyperplasia
DB00346	Alfuzosin	2092	CID100002092	C1956346	NLP_precondition	Coronary Artery Disease	PT	C1956346	Coronary Artery Disease
DB00347	Trimethadione	5576	CID100005576	C0014553	NLP_indication	Absence Epilepsy	PT	C0014553	Absence Epilepsy
DB00348	Nitisinone	115355	CID100115355	C0040034	NLP_precondition	Thrombocytopenia	PT	C0040034	Thrombocytopenia
DB00348	Nitisinone	115355	CID100115355	C0268483	NLP_indication	Tyrosinemias	PT	C0268483	Tyrosinemias
DB00349	Clobazam	2789	CID100002789	C0003467	NLP_indication	Anxiety	PT	C0003467	Anxiety
DB00349	Clobazam	2789	CID100002789	C0014544	NLP_indication	Epilepsy	PT	C0014544	Epilepsy
DB00349	Clobazam	2789	CID100002789	C0036572	NLP_precondition	Seizures	PT	C0036572	Seizures
DB00349	Clobazam	2789	CID100002789	C0037317	NLP_indication	Sleep disturbances	PT	C0851578	Sleep Disorders
DB00349	Clobazam	2789	CID100002789	C0238111	text_mention	Lennox-Gastaut syndrome	PT	C0238111	Lennox-Gastaut syndrome
DB00349	Clobazam	2789	CID100002789	C0270611	NLP_precondition	Brain Injuries	PT	C0270611	Brain Injuries
DB00352	Tioguanine	2723601	CID102723601	C0019829	text_mention	Hodgkin Disease	PT	C0152267	Hodgkin lymphoma, lymphocyte depletion
DB00352	Tioguanine	2723601	CID102723601	C0019829	text_mention	Hodgkin Disease	PT	C1266194	Lymphocyte Rich Classical Hodgkin Lymphoma
DB00352	Tioguanine	2723601	CID102723601	C0019829	text_mention	Hodgkin Disease	PT	C0019829	Hodgkin Disease
DB00352	Tioguanine	2723601	CID102723601	C0023434	text_mention	Chronic Lymphocytic Leukemia	PT	C0023434	Chronic Lymphocytic Leukemia
DB00352	Tioguanine	2723601	CID102723601	C0023467	text_mention	Leukemia, Myelocytic, Acute	PT	C0023467	Leukemia, Myelocytic, Acute
DB00352	Tioguanine	2723601	CID102723601	C0023467	text_mention	Leukemia, Myelocytic, Acute	PT	C0085669	Acute leukemia
DB00352	Tioguanine	2723601	CID102723601	C0023473	NLP_indication	Myeloid Leukemia, Chronic	PT	C0023473	Myeloid Leukemia, Chronic
DB00352	Tioguanine	2723601	CID102723601	C0026764	text_mention	Multiple Myeloma	PT	C0026764	Multiple Myeloma
DB00352	Tioguanine	2723601	CID102723601	C0026764	text_mention	Multiple Myeloma	PT	C0032131	Plasmacytoma
DB00352	Tioguanine	2723601	CID102723601	C0027651	text_mention	Neoplasms	PT	C0027651	Neoplasms
DB00352	Tioguanine	2723601	CID102723601	C0280100	text_mention	Solid tumour	PT	C0027651	Neoplasms
DB00353	Methylergometrine	4140	CID100004140	C0019080	NLP_indication	Hemorrhage	PT	C0019080	Hemorrhage
DB00353	Methylergometrine	4140	CID100004140	C0019080	NLP_indication	Hemorrhage	PT	C0518015	Hemoglobin measurement
DB00353	Methylergometrine	4140	CID100004140	C0042134	NLP_indication	Uterine hemorrhage	PT	C0042134	Uterine hemorrhage
DB00353	Methylergometrine	4140	CID100004140	C0042135	NLP_indication	Uterine Inertia	PT	C0042135	Uterine Inertia
DB00353	Methylergometrine	4140	CID100004140	C0042135	NLP_indication	Uterine Inertia	PT	C0152159	Hypotonic uterine inertia
DB00355	Aztreonam	2274	CID100002274	C0000833	NLP_indication	Abscess	PT	C0000833	Abscess
DB00355	Aztreonam	2274	CID100002274	C0004610	text_mention	Bacteremia	PT	C0004610	Bacteremia
DB00355	Aztreonam	2274	CID100002274	C0006277	text_mention	Bronchitis	PT	C0006277	Bronchitis
DB00355	Aztreonam	2274	CID100002274	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Communicable Diseases
DB00355	Aztreonam	2274	CID100002274	C0010674	text_mention	Cystic Fibrosis	PT	C0010674	Cystic Fibrosis
DB00355	Aztreonam	2274	CID100002274	C0010692	text_mention	Cystitis	PT	C0403632	Cystitis noninfective
DB00355	Aztreonam	2274	CID100002274	C0010692	text_mention	Cystitis	PT	C0010692	Cystitis
DB00355	Aztreonam	2274	CID100002274	C0010692	text_mention	Cystitis	PT	C0232849	Bladder pain
DB00355	Aztreonam	2274	CID100002274	C0014179	text_mention	Endometritis	PT	C0014179	Endometritis
DB00355	Aztreonam	2274	CID100002274	C0018081	text_mention	Gonorrhea	PT	C0018081	Gonorrhea
DB00355	Aztreonam	2274	CID100002274	C0025289	text_mention	Meningitis	PT	C0025289	Meningitis
DB00355	Aztreonam	2274	CID100002274	C0030455	text_mention	Parametritis	PT	C0030455	Parametritis
DB00355	Aztreonam	2274	CID100002274	C0031154	text_mention	Peritonitis	PT	C0031154	Peritonitis
DB00355	Aztreonam	2274	CID100002274	C0032285	text_mention	Pneumonia	PT	C0032285	Pneumonia
DB00355	Aztreonam	2274	CID100002274	C0033817	text_mention	Pseudomonas Infections	PT	C0033817	Pseudomonas Infections
DB00355	Aztreonam	2274	CID100002274	C0034186	text_mention	Pyelonephritis	PT	C0034186	Pyelonephritis
DB00355	Aztreonam	2274	CID100002274	C0036690	text_mention	Septicemia	PT	C0243026	Sepsis
DB00355	Aztreonam	2274	CID100002274	C0041582	NLP_indication	Ulcer	PT	C0041582	Ulcer
DB00355	Aztreonam	2274	CID100002274	C0042029	text_mention	Urinary tract infection	PT	C0042029	Urinary tract infection
DB00355	Aztreonam	2274	CID100002274	C0043250	NLP_indication	Injury wounds	PT	C0043250	Injury wounds
DB00355	Aztreonam	2274	CID100002274	C0149725	text_mention	Lower respiratory tract infection	PT	C0149725	Lower respiratory tract infection
DB00355	Aztreonam	2274	CID100002274	C0235280	text_mention	Ototoxicity	PT	C0235280	Ototoxicity
DB00355	Aztreonam	2274	CID100002274	C0242172	text_mention	Pelvic Inflammatory Disease	PT	C0242172	Pelvic Inflammatory Disease
DB00355	Aztreonam	2274	CID100002274	C0262380	text_mention	Asymptomatic bacteriuria	PT	C0262380	Asymptomatic bacteriuria
DB00355	Aztreonam	2274	CID100002274	C0599918	text_mention	Nephrotoxicity	PT	C0595916	Nephropathy toxic
DB00355	Aztreonam	2274	CID100002274	C1112209	text_mention	Intraabdominal Infections	PT	C1112209	Intraabdominal Infections
DB00355	Aztreonam	2274	CID100002274	C1262234	text_mention	Gynecological infection	PT	C0729565	Genital infection female
DB00356	Chlorzoxazone	2733	CID100002733	C0234215	NLP_indication	Sensory Discomfort	PT	C0234215	Sensory Discomfort
DB00357	Aminoglutethimide	2145	CID100002145	C0006826	NLP_precondition	Malignant Neoplasms	PT	C0006826	Malignant Neoplasms
DB00357	Aminoglutethimide	2145	CID100002145	C0010481	NLP_indication	Cushing Syndrome	PT	C0010481	Cushing Syndrome
DB00357	Aminoglutethimide	2145	CID100002145	C0027651	text_mention	Neoplasms	PT	C0027651	Neoplasms
DB00357	Aminoglutethimide	2145	CID100002145	C0206667	text_mention	Adrenal Cortical Adenoma	PT	C0206667	Adrenal Cortical Adenoma
DB00357	Aminoglutethimide	2145	CID100002145	C0221406	text_mention	Pituitary-dependent Cushing's disease	PT	C0221406	Pituitary-dependent Cushing's disease
DB00357	Aminoglutethimide	2145	CID100002145	C1370740	text_mention	Adrenal carcinoma	PT	C0750887	Adrenal Cancer
DB00357	Aminoglutethimide	2145	CID100002145	C1621895	text_mention	Adrenal hyperplasia	PT	C0001622	Adrenal Gland Hyperfunction
DB00358	Mefloquine	4046	CID100004046	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Communicable Diseases
DB00358	Mefloquine	4046	CID100004046	C0024530	NLP_indication	Malaria	PT	C0024530	Malaria
DB00358	Mefloquine	4046	CID100004046	C0858318	NLP_indication	Plasmodium falciparum infection	PT	C0858318	Plasmodium falciparum infection
DB00358	Mefloquine	4046	CID100004046	C0858319	text_mention	Plasmodium malariae infection	PT	C0858319	Plasmodium malariae infection
DB00358	Mefloquine	4046	CID100004046	C0858320	text_mention	Plasmodium ovale infection	PT	C0858320	Plasmodium ovale infection
DB00358	Mefloquine	4046	CID100004046	C0858321	NLP_indication	Plasmodium vivax infection	PT	C0858321	Plasmodium vivax infection
DB00358	Mefloquine	4046	CID100004046	C2363980	NLP_precondition	Cross resistance	PT	C0853847	Pathogen resistance
DB00359	Sulfadiazine	5215	CID100005215	C0001175	NLP_indication	Acquired Immunodeficiency Syndrome	PT	C0004364	Autoimmune Diseases
DB00359	Sulfadiazine	5215	CID100005215	C0001175	NLP_indication	Acquired Immunodeficiency Syndrome	PT	C0001175	Acquired Immunodeficiency Syndrome
DB00359	Sulfadiazine	5215	CID100005215	C0007947	text_mention	Chancroids	PT	C0007947	Chancroids
DB00359	Sulfadiazine	5215	CID100005215	C0009450	text_mention	Communicable Diseases	PT	C0009450	Communicable Diseases
DB00359	Sulfadiazine	5215	CID100005215	C0009770	text_mention	Inclusion conjunctivitis	PT	C0009770	Inclusion conjunctivitis
DB00359	Sulfadiazine	5215	CID100005215	C0010692	text_mention	Cystitis	PT	C0403632	Cystitis noninfective
DB00359	Sulfadiazine	5215	CID100005215	C0010692	text_mention	Cystitis	PT	C0010692	Cystitis
DB00359	Sulfadiazine	5215	CID100005215	C0010692	text_mention	Cystitis	PT	C0232849	Bladder pain
DB00359	Sulfadiazine	5215	CID100005215	C0024530	text_mention	Malaria	PT	C0024530	Malaria
DB00359	Sulfadiazine	5215	CID100005215	C0025289	text_mention	Meningitis	PT	C0025289	Meningitis
DB00359	Sulfadiazine	5215	CID100005215	C0025294	NLP_indication	Meningococcal meningitis	PT	C0025294	Meningococcal meningitis
DB00359	Sulfadiazine	5215	CID100005215	C0028242	text_mention	Nocardia Infections	PT	C0028242	Nocardia Infections
DB00359	Sulfadiazine	5215	CID100005215	C0034183	text_mention	Pyelitis	PT	C0034186	Pyelonephritis
DB00359	Sulfadiazine	5215	CID100005215	C0034186	text_mention	Pyelonephritis	PT	C0034186	Pyelonephritis
DB00359	Sulfadiazine	5215	CID100005215	C0035436	NLP_indication	Rheumatic Fever	PT	C3495832	Rheumatic disorder
DB00359	Sulfadiazine	5215	CID100005215	C0035436	NLP_indication	Rheumatic Fever	PT	C0035436	Rheumatic Fever
DB00359	Sulfadiazine	5215	CID100005215	C0040592	text_mention	Trachoma	PT	C0040592	Trachoma
DB00359	Sulfadiazine	5215	CID100005215	C0042029	NLP_indication	Urinary tract infection	PT	C0042029	Urinary tract infection
